x_velocity,y_velocity
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-3758.418995072538,-435.52494792686065
0.0,7.605300699021308
0.0,16.289109452438346
0.0,13.739671369013376
17.849654391462817,12.41715088101761
26.64053568737216,12.4877511034557
25.083988247543,8.853172322662235
27.58140183724479,3.6775202449659723
25.78615325290183,1.0046553215416296
25.116402157483506,0.31395502696854377
27.16550553085498,0.6625733056306092
27.412326242353274,0.9790116515126167
26.634117328462093,0.0
26.050775666251724,0.31386476706327376
26.224591775008836,0.0
26.11477025452232,0.6217802441552933
24.88220728878412,0.5924335068758123
25.15654324846141,0.5850358894991026
24.73698861336573,0.0
23.526089724538267,0.5601449934413872
24.15180899678417,0.548904749926913
24.88555394082611,0.28279038569120585
25.55683271131674,0.29041855353769025
23.928324840082453,0.5500764331053438
22.660946848438975,0.5209413068606661
32.337508848173655,0.7520350894924107
84.61436325600623,24.999698234729117
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
